product,category,classification,strategy_role,portal_oracle_h1,full_oracle_h1,largest_gap,classification_old,strategy_role_old,classification_reason,signal_family_best_portal,model_type_best_portal,horizon_best_portal,passive_proxy_pnl_best_portal,taker_proxy_pnl_best_portal,positive_days_best_portal,positive_blocks_best_portal,block_count_best_portal,signal_family_best_full,model_type_best_full,horizon_best_full,passive_proxy_pnl_best_full,taker_proxy_pnl_best_full,positive_days_best_full,best_candidate_pnl_full,best_candidate_pnl_portal,worst_candidate_pnl_full,worst_candidate_pnl_portal,best_probe,best_probe_product_pnl,probe_portal_kevin,probe_full_kevin,oracle_capture_portal,engine_status,best_engine,engine_action,failure_or_risk,candidate_26_30_role
TRANSLATOR_VOID_BLUE,TRANSLATOR,conditional_edge,basket-only,46510.0,1410610.0,45054.0,conditional_edge,basket-only,edge appears in a component/probe but is too small or unstable to call standalone strategy-grade.,breakout_low_reversal,breakout,500,164090.0,124271.5,1,3,4,breakout_high,breakout,500,210900.0,1220502.7999999998,2,12536.0,1456.0,0.0,0.0,me_translator_colorways.py,-894.0,2862.0,,0.03130509567834874,engine_conditional,me_translator_colorways,gate by product-specific threshold/regime; include only in exploratory candidate or with small cap,positive but too small/fragile for standalone confidence,only in aggressive exploratory branch
SLEEP_POD_LAMB_WOOL,SLEEP_POD,conditional_edge,regime-only,46380.0,1393170.0,43938.0,conditional_edge,regime-only,portal/integration PnL is positive but full-history attribution is weak or negative; treat as portal-fragile and gate hard.,breakout_low_reversal,breakout,500,405395.5,268003.6,1,2,2,vol_norm_momentum,statistical/time-series,500,1964235.75,742038.4499999997,2,0.0,2442.0,-23993.5,0.0,me_sleep_material_curve.py,4174.0,12940.0,,0.089995687796464,engine_conditional,me_sleep_material_curve,gate by product-specific threshold/regime; include only in exploratory candidate or with small cap,portal-positive or proxy-positive but weak full-history support,only in aggressive exploratory branch
ROBOT_LAUNDRY,ROBOT,conditional_edge,regime-only,44300.0,1434490.0,43798.0,conditional_edge,regime-only,portal/integration PnL is positive but full-history attribution is weak or negative; treat as portal-fragile and gate hard.,breakout_low_reversal,breakout,500,439833.5,293658.45000000007,1,3,3,vol_norm_reversal,statistical/time-series,500,2773632.75,1956501.7,2,0.0,502.0,-4751.5,0.0,me_robot_specialists.py,997.0,3868.0,,0.02250564334085779,engine_conditional,me_robot_specialists,gate by product-specific threshold/regime; include only in exploratory candidate or with small cap,portal-positive or proxy-positive but weak full-history support,only in aggressive exploratory branch
TRANSLATOR_SPACE_GRAY,TRANSLATOR,not_currently_capturable,exclude,43320.0,1216750.0,43320.0,not_currently_capturable,exclude,prior executable replay status was `no standalone edge found` despite high oracle/proxy; do not integrate without a new mechanism.,breakout_high,breakout,500,451401.5,310192.15,1,3,3,reversal,statistical/time-series,500,1572025.0,983625.2999999996,3,0.0,0.0,0.0,0.0,me_translator_taker_stress.py,7925.0,1511.0,,0.18294090489381348,engine_conditional,me_translator_taker_stress,gate by product-specific threshold/regime; include only in exploratory candidate or with small cap,portal-positive or proxy-positive but weak full-history support,only in aggressive exploratory branch
SLEEP_POD_NYLON,SLEEP_POD,conditional_edge,basket-only,41030.0,1240065.0,40270.5,conditional_edge,basket-only,edge appears in a component/probe but is too small or unstable to call standalone strategy-grade.,rolling_mean_reversion,statistical/time-series,200,107863.0,86238.75000000001,1,5,6,rolling_mean_reversion,statistical/time-series,500,3184979.25,2294027.1999999997,3,13189.5,759.5,0.0,0.0,me_sleep_material_curve.py,1518.0,12940.0,,0.036997319034852545,engine_conditional,me_sleep_material_curve,gate by product-specific threshold/regime; include only in exploratory candidate or with small cap,positive but too small/fragile for standalone confidence,only in aggressive exploratory branch
TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR,not_currently_capturable,exclude,40885.0,1276615.0,40885.0,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",rolling_mean_reversion,statistical/time-series,500,258830.25,181419.19999999995,1,2,3,vol_norm_reversal,statistical/time-series,500,2886389.25,2044949.4999999995,3,0.0,0.0,0.0,0.0,me_translator_colorways.py,3152.0,2862.0,,0.07709428885899475,engine_conditional,me_translator_colorways,gate by product-specific threshold/regime; include only in exploratory candidate or with small cap,portal-positive or proxy-positive but weak full-history support,only in aggressive exploratory branch
PANEL_2X2,PANEL,not_currently_capturable,exclude,39715.0,1241520.0,39715.0,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",breakout_low_reversal,breakout,500,291775.75,201907.3,1,3,3,breakout_high,breakout,500,4253500.25,4101444.15,3,0.0,0.0,0.0,0.0,me_panel_geometry.py,1577.0,11176.0,,0.03970791892232154,engine_conditional,me_panel_geometry,gate by product-specific threshold/regime; include only in exploratory candidate or with small cap,portal-positive or proxy-positive but weak full-history support,only in aggressive exploratory branch
UV_VISOR_YELLOW,UV_VISOR,not_currently_capturable,exclude,37460.0,1058525.0,37460.0,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",breakout_low_reversal,breakout,500,133102.75,89096.84999999999,1,4,4,breakout_low_reversal,breakout,500,1565942.0,2476979.0500000007,2,0.0,0.0,0.0,0.0,me_uv_portal_stress.py,1700.0,711.0,,0.04538174052322477,engine_conditional,me_uv_portal_stress,gate by product-specific threshold/regime; include only in exploratory candidate or with small cap,portal-positive or proxy-positive but weak full-history support,only in aggressive exploratory branch
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,not_currently_capturable,exclude,37055.0,1011625.0,37055.0,not_currently_capturable,exclude,"prior executable replay status was `no standalone edge found` despite high oracle/proxy; do not integrate without a new mechanism. Portal block stability is weak, so timestamp-block concentration is a major overfit risk.",rolling_mean_reversion,statistical/time-series,500,166265.0,115278.10000000002,1,1,4,momentum,statistical/time-series,500,1453348.25,452438.5,3,0.0,0.0,0.0,0.0,me_galaxy_trends.py,1836.0,14356.0,,0.049547969234921066,engine_conditional,me_galaxy_trends,gate by product-specific threshold/regime; include only in exploratory candidate or with small cap,portal-positive or proxy-positive but weak full-history support,only in aggressive exploratory branch
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,conditional_edge,basket-only,37000.0,1155290.0,36730.0,conditional_edge,basket-only,"full-history attribution is positive but portal-window capture is small; preserve only for robustness/diversification, not portal upside.",breakout_low_reversal,breakout,200,135592.0,123874.5,1,2,4,vol_norm_reversal,statistical/time-series,500,2140962.5,1224073.1,3,11596.0,270.0,0.0,0.0,me_oxygen_flavors.py,795.0,10858.0,,0.021486486486486486,engine_conditional,me_oxygen_flavors,gate by product-specific threshold/regime; include only in exploratory candidate or with small cap,positive but too small/fragile for standalone confidence,only in aggressive exploratory branch
PANEL_1X4,PANEL,not_currently_capturable,exclude,36000.0,1221990.0,36000.0,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",breakout_low_reversal,breakout,500,316780.25,233408.95,1,3,3,breakout_high,breakout,500,3563213.5,2014383.5,1,0.0,0.0,0.0,0.0,me_panel_geometry.py,2427.0,11176.0,,0.06741666666666667,engine_conditional,me_panel_geometry,gate by product-specific threshold/regime; include only in exploratory candidate or with small cap,portal-positive or proxy-positive but weak full-history support,only in aggressive exploratory branch
UV_VISOR_RED,UV_VISOR,conditional_edge,regime-only,35320.0,1055405.0,35320.0,conditional_edge,regime-only,targeted portal replay is positive but full-history replay failed; this is portal-fragile.,momentum,statistical/time-series,200,81025.5,51111.65,1,4,4,reversal,statistical/time-series,500,3228433.5,2894955.95,1,0.0,0.0,0.0,0.0,exhaustive_probe_uv_visor_red_momentum_200.py,3135.0,3135.0,-10390.0,0.0887599093997735,engine_conditional,exhaustive_probe_uv_visor_red_momentum_200,gate by product-specific threshold/regime; include only in exploratory candidate or with small cap,portal-positive or proxy-positive but weak full-history support,exploratory high-upside gated engine
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,not_currently_capturable,exclude,34580.0,982540.0,34580.0,not_currently_capturable,exclude,prior executable replay status was `no standalone edge found` despite high oracle/proxy; do not integrate without a new mechanism.,breakout_high,breakout,500,254006.0,169308.69999999995,1,2,2,breakout_low_reversal,breakout,500,2183201.25,1467826.1999999993,3,0.0,0.0,0.0,0.0,me_galaxy_trends.py,4254.0,14356.0,,0.12301908617698092,engine_conditional,me_galaxy_trends,gate by product-specific threshold/regime; include only in exploratory candidate or with small cap,portal-positive or proxy-positive but weak full-history support,only in aggressive exploratory branch
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,not_currently_capturable,exclude,33875.0,1063235.0,33875.0,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",rolling_mean_reversion,statistical/time-series,500,162943.75,128416.05,1,2,4,breakout_high,breakout,200,1239867.0,1043822.1999999998,2,0.0,0.0,0.0,0.0,me_galaxy_trends.py,3246.0,14356.0,,0.09582287822878229,engine_conditional,me_galaxy_trends,gate by product-specific threshold/regime; include only in exploratory candidate or with small cap,portal-positive or proxy-positive but weak full-history support,only in aggressive exploratory branch
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,not_currently_capturable,exclude,30820.0,945495.0,30820.0,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",breakout_low_reversal,breakout,500,270320.5,189331.7,1,3,3,reversal,statistical/time-series,500,1823901.0,1552658.0499999998,2,0.0,0.0,0.0,0.0,me_oxygen_flavors.py,1334.0,10858.0,,0.04328358208955224,engine_conditional,me_oxygen_flavors,gate by product-specific threshold/regime; include only in exploratory candidate or with small cap,portal-positive or proxy-positive but weak full-history support,only in aggressive exploratory branch
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,not_currently_capturable,exclude,30430.0,967115.0,30430.0,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",breakout_high,breakout,200,218027.25,179386.94999999998,1,2,3,momentum,statistical/time-series,500,4703319.75,2721191.8,3,0.0,0.0,0.0,0.0,me_oxygen_flavors.py,3446.0,10858.0,,0.11324350969438055,engine_conditional,me_oxygen_flavors,gate by product-specific threshold/regime; include only in exploratory candidate or with small cap,portal-positive or proxy-positive but weak full-history support,only in aggressive exploratory branch
PANEL_1X2,PANEL,not_currently_capturable,exclude,27035.0,865025.0,27035.0,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",breakout_low_reversal,breakout,200,270286.75,195478.65000000005,1,5,5,breakout_high,breakout,500,1482840.75,1419819.9000000004,1,0.0,0.0,0.0,0.0,me_panel_geometry.py,2827.0,11176.0,,0.10456815239504347,engine_conditional,me_panel_geometry,gate by product-specific threshold/regime; include only in exploratory candidate or with small cap,portal-positive or proxy-positive but weak full-history support,only in aggressive exploratory branch
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,not_currently_capturable,exclude,26785.0,1040265.0,26785.0,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",rolling_mean_reversion,statistical/time-series,200,96771.75,75280.29999999996,1,4,5,reversal,statistical/time-series,500,1290717.0,837083.7999999997,3,0.0,0.0,0.0,0.0,me_oxygen_flavors.py,1841.0,10858.0,,0.06873249953332089,engine_conditional,me_oxygen_flavors,gate by product-specific threshold/regime; include only in exploratory candidate or with small cap,portal-positive or proxy-positive but weak full-history support,only in aggressive exploratory branch
UV_VISOR_AMBER,UV_VISOR,conditional_edge,basket-only,23515.0,747750.0,22980.5,conditional_edge,basket-only,edge appears in a component/probe but is too small or unstable to call standalone strategy-grade.,breakout_low_reversal,breakout,500,532984.0,337747.85000000003,1,2,2,breakout_low_reversal,breakout,500,2932450.5,1616709.95,3,3563.0,534.5,-340.0,0.0,me_uv_color_curve.py,-303.0,8044.0,,0.022730172230491175,engine_conditional,me_uv_color_curve,gate by product-specific threshold/regime; include only in exploratory candidate or with small cap,positive but too small/fragile for standalone confidence,only in aggressive exploratory branch
SNACKPACK_RASPBERRY,SNACKPACK,not_currently_capturable,exclude,13190.0,382960.0,13190.0,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",breakout_low_reversal,breakout,200,185263.25,130627.44999999998,1,4,4,reversal,statistical/time-series,500,2485691.25,1538754.1999999995,3,0.0,0.0,0.0,0.0,me_snackpack_specialists.py,616.0,1616.0,,0.04670204700530705,engine_conditional,me_snackpack_specialists,gate by product-specific threshold/regime; include only in exploratory candidate or with small cap,portal-positive or proxy-positive but weak full-history support,only in aggressive exploratory branch
SNACKPACK_CHOCOLATE,SNACKPACK,not_currently_capturable,exclude,7495.0,209615.0,7495.0,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",rolling_mean_reversion,statistical/time-series,500,132173.0,92953.6,1,4,4,rolling_mean_reversion,statistical/time-series,500,1320084.0,1034627.6,3,0.0,0.0,0.0,0.0,me_snackpack_specialists.py,630.0,1616.0,,0.08405603735823883,engine_conditional,me_snackpack_specialists,gate by product-specific threshold/regime; include only in exploratory candidate or with small cap,portal-positive or proxy-positive but weak full-history support,only in aggressive exploratory branch
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,not_currently_capturable,exclude,40195.0,1097840.0,40195.0,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",rolling_mean_reversion,statistical/time-series,500,151430.75,118831.75,1,2,3,momentum,statistical/time-series,200,1208744.0,865381.4000000001,3,0.0,0.0,0.0,0.0,me_galaxy_trends.py,396.0,14356.0,,0.009851971638263466,engine_not_found_yet,me_galaxy_trends,exclude from candidates 26-30 unless a new specialized engine is discovered,tested momentum/reversal/breakout/mean-reversion/category/factor/lead-lag/microstructure families; no executable replay support,exclude
ROBOT_VACUUMING,ROBOT,not_currently_capturable,exclude,39460.0,1338885.0,39460.0,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",breakout_low_reversal,breakout,200,153825.25,121613.75,1,4,4,breakout_low_reversal,breakout,500,2846727.25,1935926.1000000008,3,0.0,0.0,0.0,0.0,me_robot_specialists.py,-626.0,3868.0,,0.0,engine_not_found_yet,me_robot_specialists,exclude from candidates 26-30 unless a new specialized engine is discovered,tested momentum/reversal/breakout/mean-reversion/category/factor/lead-lag/microstructure families; no executable replay support,exclude
MICROCHIP_CIRCLE,MICROCHIP,not_currently_capturable,exclude,35355.0,1183045.0,35355.0,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",breakout_low_reversal,breakout,500,144348.0,84111.25000000003,1,4,4,rolling_mean_reversion,statistical/time-series,200,798172.5,843125.0,2,0.0,0.0,0.0,0.0,,0.0,,,0.0,engine_not_found_yet,breakout_low_reversal_h500,exclude from candidates 26-30 unless a new specialized engine is discovered,tested momentum/reversal/breakout/mean-reversion/category/factor/lead-lag/microstructure families; no executable replay support,exclude
UV_VISOR_MAGENTA,UV_VISOR,not_currently_capturable,exclude,35125.0,1079970.0,35125.0,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",breakout_low_reversal,breakout,500,156466.0,121200.6,1,2,2,vol_norm_momentum,statistical/time-series,500,783548.25,902456.9999999998,2,0.0,0.0,0.0,0.0,me_uv_color_curve.py,-93.0,8044.0,,0.0,engine_not_found_yet,me_uv_color_curve,exclude from candidates 26-30 unless a new specialized engine is discovered,tested momentum/reversal/breakout/mean-reversion/category/factor/lead-lag/microstructure families; no executable replay support,exclude
SNACKPACK_STRAWBERRY,SNACKPACK,not_currently_capturable,exclude,11755.0,347960.0,11755.0,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",breakout_low_reversal,breakout,200,158260.25,111353.8,1,3,3,reversal,statistical/time-series,500,1964427.0,899903.8,3,0.0,0.0,0.0,0.0,me_snackpack_specialists.py,-112.0,1616.0,,0.0,engine_not_found_yet,me_snackpack_specialists,exclude from candidates 26-30 unless a new specialized engine is discovered,tested momentum/reversal/breakout/mean-reversion/category/factor/lead-lag/microstructure families; no executable replay support,exclude
SNACKPACK_VANILLA,SNACKPACK,not_currently_capturable,exclude,6535.0,190080.0,6535.0,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",rolling_mean_reversion,statistical/time-series,500,111362.5,74252.9,1,4,4,rolling_mean_reversion,statistical/time-series,500,1009103.75,818573.25,2,0.0,0.0,0.0,0.0,me_snackpack_specialists.py,418.0,1616.0,,0.06396327467482785,engine_not_found_yet,me_snackpack_specialists,exclude from candidates 26-30 unless a new specialized engine is discovered,tested momentum/reversal/breakout/mean-reversion/category/factor/lead-lag/microstructure families; no executable replay support,exclude
SNACKPACK_PISTACHIO,SNACKPACK,not_currently_capturable,exclude,3545.0,97445.0,3545.0,not_currently_capturable,exclude,"large analytical oracle/proxy remains, but no executable replay has confirmed capture; treat as not currently capturable, not a tradable edge.",breakout_low_reversal,breakout,200,132810.25,95964.00000000004,1,3,3,breakout_low_reversal,breakout,500,1403877.0,688125.5500000002,3,0.0,0.0,0.0,0.0,me_snackpack_specialists.py,63.0,1616.0,,0.01777150916784203,engine_not_found_yet,me_snackpack_specialists,exclude from candidates 26-30 unless a new specialized engine is discovered,tested momentum/reversal/breakout/mean-reversion/category/factor/lead-lag/microstructure families; no executable replay support,exclude
PEBBLES_XL,PEBBLES,validated_edge,standalone-tradable,174835.0,5040110.0,165275.0,validated_edge,standalone-tradable,candidate 16/23/24/25 validates all five through online synthetic fair-value market making; some individual PnL can be negative but category edge is structural.,rolling_mean_reversion,statistical/time-series,500,291008.25,184708.00000000003,1,4,5,reversal,statistical/time-series,500,5097528.5,4257147.649999999,2,12827.0,9560.0,0.0,0.0,,0.0,,,0.0546801269768639,engine_validated,pebbles_synthetic_fair_value_mm,include as independent product/category engine; push size when signal clears threshold,validated by existing integrated attribution or new portal/full replay,all candidates: core PEBBLES engine
PEBBLES_XS,PEBBLES,validated_edge,standalone-tradable,81490.0,2342495.0,81490.0,validated_edge,standalone-tradable,candidate 16/23/24/25 validates all five through online synthetic fair-value market making; some individual PnL can be negative but category edge is structural.,breakout_low_reversal,breakout,500,344030.5,232293.3,1,2,2,breakout_low_reversal,breakout,500,7701118.5,7230196.25,3,0.0,0.0,-813.0,-1945.0,,0.0,,,0.0,engine_validated,pebbles_synthetic_fair_value_mm,include as independent product/category engine; push size when signal clears threshold,validated by existing integrated attribution or new portal/full replay,all candidates: core PEBBLES engine
PEBBLES_S,PEBBLES,validated_edge,standalone-tradable,70075.0,2130835.0,58585.0,validated_edge,standalone-tradable,candidate 16/23/24/25 validates all five through online synthetic fair-value market making; some individual PnL can be negative but category edge is structural.,breakout_low_reversal,breakout,500,202150.75,145995.20000000004,1,2,2,vol_norm_reversal,statistical/time-series,500,6711400.25,5117858.8,3,80507.0,11490.0,0.0,0.0,,0.0,,,0.1639671780235462,engine_validated,pebbles_synthetic_fair_value_mm,include as independent product/category engine; push size when signal clears threshold,validated by existing integrated attribution or new portal/full replay,all candidates: core PEBBLES engine
PEBBLES_M,PEBBLES,validated_edge,standalone-tradable,64980.0,1995225.0,63490.0,validated_edge,standalone-tradable,candidate 16/23/24/25 validates all five through online synthetic fair-value market making; some individual PnL can be negative but category edge is structural.,breakout_low_reversal,breakout,200,348615.5,248659.59999999992,1,5,6,rolling_mean_reversion,statistical/time-series,500,4136658.0,2744434.55,2,22494.0,1490.0,0.0,0.0,,0.0,,,0.022930132348414897,engine_validated,pebbles_synthetic_fair_value_mm,include as independent product/category engine; push size when signal clears threshold,validated by existing integrated attribution or new portal/full replay,all candidates: core PEBBLES engine
PEBBLES_L,PEBBLES,validated_edge,standalone-tradable,61395.0,1980740.0,61395.0,validated_edge,standalone-tradable,candidate 16/23/24/25 validates all five through online synthetic fair-value market making; some individual PnL can be negative but category edge is structural.,rolling_mean_reversion,statistical/time-series,500,246104.0,184542.65,1,3,3,breakout_low_reversal,breakout,500,3921340.75,1415234.8999999994,3,3216.0,0.0,0.0,-660.0,,0.0,,,0.0,engine_validated,pebbles_synthetic_fair_value_mm,include as independent product/category engine; push size when signal clears threshold,validated by existing integrated attribution or new portal/full replay,all candidates: core PEBBLES engine
